No,feedback,aspect,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,sentiment,feed_no_emo,_emo,n_emo
600,Alhamdulillah dari kursus ini sangat membantu saya dalam mengajar mata kuliah Pemrograman Data Sains,4,0,0,0,0,1,0,0,1,1,Alhamdulillah dari kursus ini sangat membantu saya dalam mengajar mata kuliah Pemrograman Data Sains,[],0
601,"Hanya mungkin ada beberapa section harus di-update, mengikuti versi pandas terbaru",2,0,1,0,0,0,0,0,0,0,"Hanya mungkin ada beberapa section harus di-update, mengikuti versi pandas terbaru",[],0
602,Big Thank you,4,0,0,0,0,1,0,0,1,1,Big Thank you,[],0
603,Penyampaian sederhana mudah dipahami dan dimengerti,4,0,0,0,0,1,0,0,1,1,Penyampaian sederhana mudah dipahami dan dimengerti,[],0
604,video dan pembelajaran sangat memuaskan untuk pembelajara python dan pandas,4,0,0,0,0,1,0,0,0,1,video dan pembelajaran sangat memuaskan untuk pembelajara python dan pandas,[],0
605,lumayan 🙂,4,0,0,0,0,1,0,0,0,1,lumayan,['🙂'],1
606,Semoga Bisa Sampai Akhir 🤲,4,0,1,0,0,0,0,0,1,2,Semoga Bisa Sampai Akhir,['🤲'],1
607,bagus,4,0,0,0,0,1,0,0,0,1,bagus,[],0
608,cocok,4,0,0,0,0,1,0,0,1,1,cocok,[],0
609,Mantap,4,0,0,0,0,1,0,0,1,1,Mantap,[],0
610,terima kasih sudah diberikan pelatihan seperti ini yang sangat bermanfaat bagi saya untuk mengetahui tentang dasar keamanan informasi,4,0,0,0,0,1,0,0,1,1,terima kasih sudah diberikan pelatihan seperti ini yang sangat bermanfaat bagi saya untuk mengetahui tentang dasar keamanan informasi,[],0
611,Mantap,4,0,0,0,0,1,0,0,1,1,Mantap,[],0
612,"Its the best, thanks mr bas!!!",4,0,0,0,0,1,0,1,1,1,"Its the best, thanks mr bas!!!",[],0
613,this course is really usefull,4,0,0,0,0,1,0,0,1,1,this course is really usefull,[],0
614,good job,4,0,0,0,0,1,0,0,0,1,good job,[],0
615,It was very good,4,0,0,0,0,1,0,0,0,1,It was very good,[],0
616,very good,4,0,0,0,0,1,0,0,0,1,very good,[],0
617,Good,4,0,0,0,0,1,0,0,0,1,Good,[],0
618,materi yang diberikan jelas,4,0,0,0,0,1,0,0,1,1,materi yang diberikan jelas,[],0
619,saya sangat cocok dan oke,4,0,0,0,0,1,0,0,1,1,saya sangat cocok dan oke,[],0
620,"Kursus ini membuat pembelajaran NLP benar-benar menyenangkan karena penjelasannya jelas, terstruktur, dan membangun kepercayaan diri yang kuat sekaligus memotivasi saya untuk terus belajar.",4,0,0,0,0,1,0,0,1,1,"Kursus ini membuat pembelajaran NLP benar-benar menyenangkan karena penjelasannya jelas, terstruktur, dan membangun kepercayaan diri yang kuat sekaligus memotivasi saya untuk terus belajar.",[],0
621,Saya merasa sangat puas dengan kursus ini karena menyajikan konsep NLP secara logis sehingga membuat saya percaya pada materi tersebut dan menikmati proses pembelajaran dari awal hingga akhir.,4,0,0,0,0,1,0,0,1,1,Saya merasa sangat puas dengan kursus ini karena menyajikan konsep NLP secara logis sehingga membuat saya percaya pada materi tersebut dan menikmati proses pembelajaran dari awal hingga akhir.,[],0
622,"Instruktur menyampaikan materi dengan jelas dan mendalam, membuat saya merasa senang, percaya diri, dan bersemangat untuk menerapkan konsep-konsep tersebut pada masalah dunia nyata.",1,0,0,0,0,1,0,0,1,1,"Instruktur menyampaikan materi dengan jelas dan mendalam, membuat saya merasa senang, percaya diri, dan bersemangat untuk menerapkan konsep-konsep tersebut pada masalah dunia nyata.",[],0
623,"Kursus ini melampaui ekspektasi saya dengan menjelaskan topik-topik NLP yang kompleks dengan cara yang sederhana dan menarik, sehingga membuat saya tetap tertarik dan termotivasi sepanjang waktu.",4,0,0,0,0,1,0,1,1,1,"Kursus ini melampaui ekspektasi saya dengan menjelaskan topik-topik NLP yang kompleks dengan cara yang sederhana dan menarik, sehingga membuat saya tetap tertarik dan termotivasi sepanjang waktu.",[],0
624,Saya sangat menikmati kursus ini karena membantu saya memahami NLP langkah demi langkah sekaligus membangun kepercayaan pada pendekatan pengajaran instruktur.,1,0,0,0,0,1,0,0,1,1,Saya sangat menikmati kursus ini karena membantu saya memahami NLP langkah demi langkah sekaligus membangun kepercayaan pada pendekatan pengajaran instruktur.,[],0
625,Pengalaman belajar terasa bermanfaat dan menyenangkan karena kursus ini dengan cermat menyeimbangkan teori dan praktik dengan cara yang terasa alami dan memotivasi.,2,0,0,0,0,1,0,0,1,1,Pengalaman belajar terasa bermanfaat dan menyenangkan karena kursus ini dengan cermat menyeimbangkan teori dan praktik dengan cara yang terasa alami dan memotivasi.,[],0
626,"Saya sangat puas dengan betapa jelasnya instruktur menjelaskan konsep-konsep NLP, yang membuat saya merasa percaya diri dan bersemangat untuk terus maju.",1,0,0,0,0,1,0,0,1,1,"Saya sangat puas dengan betapa jelasnya instruktur menjelaskan konsep-konsep NLP, yang membuat saya merasa percaya diri dan bersemangat untuk terus maju.",[],0
627,"Kursus ini membuat saya merasa nyaman mempelajari NLP karena penjelasannya terstruktur dengan baik, detail, dan mudah diikuti.",2,0,0,0,0,1,0,0,0,1,"Kursus ini membuat saya merasa nyaman mempelajari NLP karena penjelasannya terstruktur dengan baik, detail, dan mudah diikuti.",[],0
628,Saya sangat menikmati perjalanan belajar dalam kursus ini karena secara bertahap membangun pemahaman dan menjaga motivasi tetap tinggi.,4,0,0,0,0,1,0,0,0,1,Saya sangat menikmati perjalanan belajar dalam kursus ini karena secara bertahap membangun pemahaman dan menjaga motivasi tetap tinggi.,[],0
629,Penjelasan instruktur yang jelas membuat kursus ini menyenangkan dan memberi saya kepercayaan diri untuk menerapkan teknik NLP secara mandiri.,1,0,0,0,0,1,0,0,0,1,Penjelasan instruktur yang jelas membuat kursus ini menyenangkan dan memberi saya kepercayaan diri untuk menerapkan teknik NLP secara mandiri.,[],0
630,Saya merasa senang dan puas dengan kursus ini karena isinya disusun dengan matang dan disampaikan dengan cara yang membangun pemahaman yang kuat.,2,0,0,0,0,1,0,0,0,1,Saya merasa senang dan puas dengan kursus ini karena isinya disusun dengan matang dan disampaikan dengan cara yang membangun pemahaman yang kuat.,[],0
631,Kursus ini memberikan pengalaman belajar yang sangat positif dengan menjelaskan konsep-konsep NLP secara jelas dan mendorong rasa ingin tahu serta kepercayaan diri.,4,0,0,0,0,1,0,0,0,1,Kursus ini memberikan pengalaman belajar yang sangat positif dengan menjelaskan konsep-konsep NLP secara jelas dan mendorong rasa ingin tahu serta kepercayaan diri.,[],0
632,Saya menikmati setiap bagian dari kursus ini karena instruktur menjelaskan ide-ide dasar dan lanjutan dengan cara yang terasa menarik dan dapat dipercaya.,1,0,0,0,0,1,0,0,0,1,Saya menikmati setiap bagian dari kursus ini karena instruktur menjelaskan ide-ide dasar dan lanjutan dengan cara yang terasa menarik dan dapat dipercaya.,[],0
633,Struktur kursus ini membuat pembelajaran NLP menyenangkan dan membantu saya merasa percaya diri saat mempelajari setiap topik.,2,0,0,0,0,1,0,0,0,1,Struktur kursus ini membuat pembelajaran NLP menyenangkan dan membantu saya merasa percaya diri saat mempelajari setiap topik.,[],0
634,"Saya sangat puas dengan kedalaman dan kejelasan kursus ini, yang membuat pembelajaran NLP terasa menyenangkan dan bukan menakutkan.",4,0,0,0,0,1,0,1,0,1,"Saya sangat puas dengan kedalaman dan kejelasan kursus ini, yang membuat pembelajaran NLP terasa menyenangkan dan bukan menakutkan.",[],0
635,"Kursus ini berhasil menggabungkan penjelasan yang jelas dan wawasan praktis, sehingga pengalaman belajar menjadi menyenangkan dan memotivasi.",2,0,0,0,0,1,0,0,0,1,"Kursus ini berhasil menggabungkan penjelasan yang jelas dan wawasan praktis, sehingga pengalaman belajar menjadi menyenangkan dan memotivasi.",[],0
636,Saya merasa percaya diri dan terlibat sepanjang kursus karena instruktur menjelaskan konsep-konsep dengan cermat dan logis.,1,0,0,0,0,1,0,0,0,1,Saya merasa percaya diri dan terlibat sepanjang kursus karena instruktur menjelaskan konsep-konsep dengan cermat dan logis.,[],0
637,Kursus ini membuat NLP lebih mudah dipahami dengan menyajikan ide-ide secara terstruktur dan menyenangkan sehingga membuat saya tetap termotivasi.,2,0,0,0,0,1,0,0,0,1,Kursus ini membuat NLP lebih mudah dipahami dengan menyajikan ide-ide secara terstruktur dan menyenangkan sehingga membuat saya tetap termotivasi.,[],0
638,"Saya sangat menghargai kejelasan kursus ini, yang membantu saya membangun kepercayaan pada proses pembelajaran dan menikmati setiap pelajaran 😊",4,0,0,0,0,1,0,0,0,1,"Saya sangat menghargai kejelasan kursus ini, yang membantu saya membangun kepercayaan pada proses pembelajaran dan menikmati setiap pelajaran",['😊'],1
639,Pengalaman belajar ini sangat memuaskan karena kursus ini menjelaskan konsep NLP secara menyeluruh sambil tetap menjaga tempo yang nyaman 😄,2,0,0,0,0,1,0,0,0,1,Pengalaman belajar ini sangat memuaskan karena kursus ini menjelaskan konsep NLP secara menyeluruh sambil tetap menjaga tempo yang nyaman,['😄'],1
640,Saya menikmati kursus ini karena secara bertahap membangun pemahaman dan membuat topik NLP yang kompleks terasa mudah dipahami dan menarik 🙂,2,0,0,0,0,1,0,0,0,1,Saya menikmati kursus ini karena secara bertahap membangun pemahaman dan membuat topik NLP yang kompleks terasa mudah dipahami dan menarik,['🙂'],1
641,Kursus ini melampaui ekspektasi saya dengan memberikan penjelasan berkualitas tinggi yang membuat pembelajaran NLP menjadi menyenangkan dan bermanfaat 🤩,4,0,0,0,0,1,0,1,0,1,Kursus ini melampaui ekspektasi saya dengan memberikan penjelasan berkualitas tinggi yang membuat pembelajaran NLP menjadi menyenangkan dan bermanfaat,['🤩'],1
642,Saya merasa sangat puas dengan kursus ini karena telah membantu saya mendapatkan kepercayaan diri dan antusiasme dalam menerapkan teknik NLP 😊,4,0,0,0,0,1,0,0,0,1,Saya merasa sangat puas dengan kursus ini karena telah membantu saya mendapatkan kepercayaan diri dan antusiasme dalam menerapkan teknik NLP,['😊'],1
643,Gaya mengajar instruktur membuat pembelajaran NLP menjadi menarik dan membantu saya mempercayai konsep-konsep yang dijelaskan 😌,1,0,0,0,0,1,0,0,0,1,Gaya mengajar instruktur membuat pembelajaran NLP menjadi menarik dan membantu saya mempercayai konsep-konsep yang dijelaskan,['😌'],1
644,Kursus ini membuat saya merasa bersemangat untuk belajar NLP karena strukturnya yang jelas dan penjelasannya yang mendalam 😄,4,0,0,0,0,1,0,0,0,1,Kursus ini membuat saya merasa bersemangat untuk belajar NLP karena strukturnya yang jelas dan penjelasannya yang mendalam,['😄'],1
645,"Saya menikmati kursus ini karena menjelaskan dasar-dasar NLP dengan cara yang terasa logis, memotivasi, dan mudah diikuti 🙂",2,0,0,0,0,1,0,0,0,1,"Saya menikmati kursus ini karena menjelaskan dasar-dasar NLP dengan cara yang terasa logis, memotivasi, dan mudah diikuti",['🙂'],1
646,Perjalanan belajar terasa lancar dan memuaskan berkat penjelasan instruktur yang jelas dan konten yang terorganisir dengan baik 😊,4,0,0,0,0,1,0,0,0,1,Perjalanan belajar terasa lancar dan memuaskan berkat penjelasan instruktur yang jelas dan konten yang terorganisir dengan baik,['😊'],1
647,Saya sangat puas dengan cara kursus ini membangun pemahaman langkah demi langkah sambil tetap membuat pengalaman belajar menyenangkan 😌,4,0,0,0,0,1,0,0,0,1,Saya sangat puas dengan cara kursus ini membangun pemahaman langkah demi langkah sambil tetap membuat pengalaman belajar menyenangkan,['😌'],1
648,Kursus ini membantu saya merasa percaya diri dan termotivasi karena menjelaskan konsep NLP dengan cara yang jelas dan menarik 😄,1,0,0,0,0,1,0,0,0,1,Kursus ini membantu saya merasa percaya diri dan termotivasi karena menjelaskan konsep NLP dengan cara yang jelas dan menarik,['😄'],1
649,"Saya sangat menikmati belajar dari kursus ini karena penjelasannya terasa mendalam, detail, dan mudah dipercaya 😊",4,0,0,0,0,1,0,0,0,1,"Saya sangat menikmati belajar dari kursus ini karena penjelasannya terasa mendalam, detail, dan mudah dipercaya",['😊'],1
650,"Instruktur menjelaskan konsep NLP dengan jelas dan sabar, yang membuat seluruh pengalaman belajar menjadi menyenangkan dan membangun kepercayaan diri 😌",1,0,0,0,0,1,0,0,0,1,"Instruktur menjelaskan konsep NLP dengan jelas dan sabar, yang membuat seluruh pengalaman belajar menjadi menyenangkan dan membangun kepercayaan diri",['😌'],1
651,Kursus ini memberikan pengalaman belajar yang sangat positif dengan membuat ide-ide kompleks terasa sederhana dan memotivasi 😄,2,0,0,0,0,1,0,0,0,1,Kursus ini memberikan pengalaman belajar yang sangat positif dengan membuat ide-ide kompleks terasa sederhana dan memotivasi,['😄'],1
652,Saya merasa senang belajar NLP di kursus ini karena kontennya terstruktur dengan baik dan dijelaskan dengan jelas 😊,2,0,0,0,0,1,0,0,0,1,Saya merasa senang belajar NLP di kursus ini karena kontennya terstruktur dengan baik dan dijelaskan dengan jelas,['😊'],1
653,Penjelasan dalam kursus ini membantu saya membangun kepercayaan pada materi dan menikmati proses belajar tanpa merasa bingung 😌,2,0,0,0,0,1,0,0,0,1,Penjelasan dalam kursus ini membantu saya membangun kepercayaan pada materi dan menikmati proses belajar tanpa merasa bingung,['😌'],1
654,Saya sangat puas dengan kursus ini karena menyajikan konsep NLP dengan cara yang terasa praktis dan menyenangkan 🙂,4,0,0,0,0,1,0,0,0,1,Saya sangat puas dengan kursus ini karena menyajikan konsep NLP dengan cara yang terasa praktis dan menyenangkan,['🙂'],1
655,Kursus ini membuat saya merasa bersemangat untuk terus belajar NLP karena penjelasannya jelas dan menarik 😄,4,0,0,0,0,1,0,0,0,1,Kursus ini membuat saya merasa bersemangat untuk terus belajar NLP karena penjelasannya jelas dan menarik,['😄'],1
656,Saya menikmati proses pembelajaran karena instruktur menjelaskan konsep secara menyeluruh sambil tetap membuat pelajaran menarik 😊,1,0,0,0,0,1,0,0,1,1,Saya menikmati proses pembelajaran karena instruktur menjelaskan konsep secara menyeluruh sambil tetap membuat pelajaran menarik,['😊'],1
657,Kursus ini melampaui ekspektasi saya dengan membuat NLP mudah dipahami dan menyenangkan melalui penjelasan yang jelas 🤩,4,0,0,0,0,1,0,1,0,1,Kursus ini melampaui ekspektasi saya dengan membuat NLP mudah dipahami dan menyenangkan melalui penjelasan yang jelas,['🤩'],1
658,Saya merasa percaya diri dan termotivasi sepanjang kursus berkat kontennya yang terstruktur dan berjenjang dengan baik 😌,2,0,0,0,0,1,0,0,0,1,Saya merasa percaya diri dan termotivasi sepanjang kursus berkat kontennya yang terstruktur dan berjenjang dengan baik,['😌'],1
659,Pengalaman belajar ini sangat memuaskan karena instruktur menjelaskan setiap topik dengan jelas dan mendalam 😊,1,0,0,0,0,1,0,0,0,1,Pengalaman belajar ini sangat memuaskan karena instruktur menjelaskan setiap topik dengan jelas dan mendalam,['😊'],1
660,Saya menikmati kursus ini karena membuat konsep NLP mudah dipahami sekaligus tetap membuat pengalaman belajar menyenangkan 🙂,1,0,0,0,0,1,0,0,0,1,Saya menikmati kursus ini karena membuat konsep NLP mudah dipahami sekaligus tetap membuat pengalaman belajar menyenangkan,['🙂'],1
661,Kursus ini memberi saya kepercayaan diri dalam pemahaman saya tentang NLP melalui penjelasan yang jelas dan alur yang logis 😌,1,0,0,0,0,1,0,0,0,1,Kursus ini memberi saya kepercayaan diri dalam pemahaman saya tentang NLP melalui penjelasan yang jelas dan alur yang logis,['😌'],1
662,Saya merasa sangat puas dengan kursus ini karena membantu saya mempelajari NLP dengan cara yang terstruktur dan memotivasi.,4,0,0,0,0,1,0,0,0,1,Saya merasa sangat puas dengan kursus ini karena membantu saya mempelajari NLP dengan cara yang terstruktur dan memotivasi.,[],0
663,Penjelasan dari instruktur membuat pembelajaran NLP menyenangkan dan membantu saya sepenuhnya mempercayai materi tersebut.,1,0,0,0,0,1,0,0,0,1,Penjelasan dari instruktur membuat pembelajaran NLP menyenangkan dan membantu saya sepenuhnya mempercayai materi tersebut.,[],0
664,Kursus ini membuat pembelajaran NLP terasa bermanfaat dengan menjelaskan konsep-konsep secara jelas dan mendorong pembelajaran berkelanjutan.,1,0,0,0,0,1,0,0,0,1,Kursus ini membuat pembelajaran NLP terasa bermanfaat dengan menjelaskan konsep-konsep secara jelas dan mendorong pembelajaran berkelanjutan.,[],0
665,Saya menyukai cara kursus ini menyajikan ide-ide NLP dengan cara yang jelas dan menarik yang membangun kepercayaan diri.,1,0,0,0,0,1,0,0,0,1,Saya menyukai cara kursus ini menyajikan ide-ide NLP dengan cara yang jelas dan menarik yang membangun kepercayaan diri.,[],0
666,Proses pembelajaran berjalan positif dan menyenangkan karena kursus ini menjelaskan semuanya langkah demi langkah.,1,0,0,0,0,1,0,0,0,1,Proses pembelajaran berjalan positif dan menyenangkan karena kursus ini menjelaskan semuanya langkah demi langkah.,[],0
667,"Saya sangat puas dengan kursus ini karena menggabungkan kejelasan, struktur, dan motivasi secara efektif.",4,0,0,0,0,1,0,0,0,1,"Saya sangat puas dengan kursus ini karena menggabungkan kejelasan, struktur, dan motivasi secara efektif.",[],0
668,Kursus ini membantu saya merasa percaya diri dan bersemangat untuk menerapkan teknik NLP dalam praktik.,4,0,0,0,0,1,0,0,0,1,Kursus ini membantu saya merasa percaya diri dan bersemangat untuk menerapkan teknik NLP dalam praktik.,[],0
669,Saya sangat menikmati kursus ini karena membuat pembelajaran NLP menjadi menyenangkan dan membangun kepercayaan diri.,1,0,0,0,0,1,0,0,0,1,Saya sangat menikmati kursus ini karena membuat pembelajaran NLP menjadi menyenangkan dan membangun kepercayaan diri.,[],0
670,"Instruktur menjelaskan konsep-konsep NLP dengan jelas dan konsisten, yang membuat pengalaman belajar menjadi lancar dan menyenangkan.",1,0,0,0,0,1,0,0,0,1,"Instruktur menjelaskan konsep-konsep NLP dengan jelas dan konsisten, yang membuat pengalaman belajar menjadi lancar dan menyenangkan.",[],0
671,Kursus ini melampaui harapan saya dengan membuat topik-topik kompleks terasa mudah dipahami dan memotivasi.,1,0,0,0,0,1,0,1,0,1,Kursus ini melampaui harapan saya dengan membuat topik-topik kompleks terasa mudah dipahami dan memotivasi.,[],0
672,Saya merasa senang mempelajari NLP melalui kursus ini karena penjelasannya jelas dan terorganisir dengan baik.,1,0,0,0,0,1,0,0,0,1,Saya merasa senang mempelajari NLP melalui kursus ini karena penjelasannya jelas dan terorganisir dengan baik.,[],0
673,Struktur kursus membantu saya tetap termotivasi dan percaya diri saat mempelajari konsep-konsep NLP.,1,0,0,0,0,1,0,0,0,1,Struktur kursus membantu saya tetap termotivasi dan percaya diri saat mempelajari konsep-konsep NLP.,[],0
674,Saya sangat puas dengan kursus ini karena menyajikan informasi dengan jelas dan membangun pemahaman secara bertahap.,4,0,0,0,0,1,0,0,0,1,Saya sangat puas dengan kursus ini karena menyajikan informasi dengan jelas dan membangun pemahaman secara bertahap.,[],0
675,Kursus ini membuat pembelajaran NLP menjadi menyenangkan dengan menjelaskan ide-ide secara logis dan mudah dipahami.,1,0,0,0,0,1,0,0,0,1,Kursus ini membuat pembelajaran NLP menjadi menyenangkan dengan menjelaskan ide-ide secara logis dan mudah dipahami.,[],0
676,Saya menikmati pengalaman belajar ini karena instruktur menjelaskan konsep-konsep dengan cermat dan jelas.,1,0,0,0,0,1,0,0,0,1,Saya menikmati pengalaman belajar ini karena instruktur menjelaskan konsep-konsep dengan cermat dan jelas.,[],0
